neuromyotonia,sugar,autoimmune,https://www.medicinenet.com/stiff-person_syndrome/article.htm,1
neuromyotonia,thyroid hormone,autoimmune,https://www.equilibrium-health.com/leaky-gut-and-autoimmune-disease/,1
neuromyotonia,ginkgo,autoimmune,https://www.healthtap.com/topics/KAFO,2
neuromyotonia,corn,autoimmune,https://www.healthtap.com/topics/KAFO,2
neuromyotonia,strawberries,autoimmune,https://www.nrf2.com/category/nrf2-news/page/4/,1
neuromyotonia,magnetic,autoimmune,https://www.science.gov/topicpages/d/diagnosis+treatment+cancergram.html,1
neuromyotonia,ash,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,cade,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,l-arginine,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,lithium,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,magnesium,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,same,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,dream,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,magnetic,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,bear,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,tea,autoimmune,http://docshare.tips/bipolar-disorder_58c0acd7b6d87f354c8b546b.html,10
neuromyotonia,calcium,autoimmune,http://www.freepatentsonline.com/y2013/0345216.html,4
neuromyotonia,calcium,autoimmune,http://www.freepatentsonline.com/y2013/0345216.html,4
neuromyotonia,calcium,autoimmune,http://www.freepatentsonline.com/y2013/0345216.html,4
neuromyotonia,vitamin b,autoimmune,http://www.freepatentsonline.com/y2013/0345216.html,4
neuromyotonia,choline,autoimmune,https://patents.google.com/patent/US20170129890A1/en,5
neuromyotonia,glycerol,autoimmune,https://patents.google.com/patent/US20170129890A1/en,5
neuromyotonia,same,autoimmune,https://patents.google.com/patent/US20170129890A1/en,5
neuromyotonia,tyrosine,autoimmune,https://patents.google.com/patent/US20170129890A1/en,5
neuromyotonia,salt,autoimmune,https://patents.google.com/patent/US20170129890A1/en,5
obesity,melatonin,endocrine disorders,https://scinapse.io/papers/2157398700,1
obesity,glucomannan,endocrine disorders,https://scinapse.io/papers/2053137350,1
obesity,hazelnuts,endocrine disorders,https://scinapse.io/papers/2811269521,1
obesity,calcium,endocrine disorders,https://scinapse.io/papers/2123462537,3
obesity,calcium,endocrine disorders,https://scinapse.io/papers/2123462537,3
obesity,calcium,endocrine disorders,https://scinapse.io/papers/2123462537,3
obesity,lipase,endocrine disorders,https://scinapse.io/papers/2291475385,1
obesity,coffee,endocrine disorders,https://scinapse.io/papers/2757243785,1
obesity,snacks,endocrine disorders,https://www.nhlbi.nih.gov/health/educational/wecan/eat-right/eating-out.htm,2
obesity,sugar,endocrine disorders,https://www.nhlbi.nih.gov/health/educational/wecan/eat-right/eating-out.htm,2
obesity,acupuncture,endocrine disorders,https://www.webmd.com/balance/guide/understanding-alternative-medicine#1,8
obesity,acupuncture,endocrine disorders,https://www.webmd.com/balance/guide/understanding-alternative-medicine#1,8
obesity,chinese medicine,endocrine disorders,https://www.webmd.com/balance/guide/understanding-alternative-medicine#1,8
obesity,acupuncture,endocrine disorders,https://www.webmd.com/balance/guide/understanding-alternative-medicine#1,8
obesity,traditional chinese medicine,endocrine disorders,https://www.webmd.com/balance/guide/understanding-alternative-medicine#1,8
obesity,traditional chinese medicine,endocrine disorders,https://www.webmd.com/balance/guide/understanding-alternative-medicine#1,8
obesity,dates,endocrine disorders,https://www.webmd.com/balance/guide/understanding-alternative-medicine#1,8
obesity,nuts,endocrine disorders,https://www.webmd.com/balance/guide/understanding-alternative-medicine#1,8
obesity,holistic,endocrine disorders,https://www.webmd.com/balance/features/alternative-cancer-therapies-go-mainstream#1,1
obesity,naturopathic medicine,endocrine disorders,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2791327/,1
ocd,zinc,mental,https://scinapse.io/papers/2503528538,3
ocd,iron,mental,https://scinapse.io/papers/2503528538,3
ocd,zinc,mental,https://scinapse.io/papers/2503528538,3
ocd,lithium,mental,https://forums.webmd.com/3/bipolar-disorder-exchange/forum/15350,2
ocd,dream,mental,https://forums.webmd.com/3/bipolar-disorder-exchange/forum/15350,2
ocd,lithium,mental,https://exchanges.webmd.com/bipolar-disorder-exchange/resource/index?pg=4,2
ocd,cookie,mental,https://exchanges.webmd.com/bipolar-disorder-exchange/resource/index?pg=4,2
ocd,lithium,mental,https://exchanges.webmd.com/bipolar-disorder-exchange/tip/index?pg=3,1
ocd,magnetic,mental,https://scinapse.io/papers/1976873015,1
ocd,acupuncture,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,acupuncture,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,chiropractic,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,acupuncture,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,chiropractic,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,nutritional supplements,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,reiki,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,therapeutic touch,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,chiropractic,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,massage,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,reiki,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,massage,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,reiki,mental,https://www.webmd.com/pain-management/guide/pain-management-alternative-therapy#1,13
ocd,colloidal silver,mental,https://health.howstuffworks.com/wellness/natural-medicine/alternative/acetyl-l-carnitine5.htm,1
opsoclonus myoclonus syndrome,same,autoimmune,https://scinapse.io/papers/2903373814,1
opsoclonus myoclonus syndrome,iron,autoimmune,https://www.symptoma.com/en/info/nocturnal-myoclonus-syndrome,1
opsoclonus myoclonus syndrome,thyroid hormone,autoimmune,https://www.equilibrium-health.com/leaky-gut-and-autoimmune-disease/,1
opsoclonus myoclonus syndrome,same,autoimmune,https://scinapse.io/papers/2903373814,1
optic neuritis,water,autoimmune,https://scinapse.io/papers/1976588869,1
optic neuritis,veronica,autoimmune,https://scinapse.io/papers/2108928593,1
optic neuritis,melatonin,autoimmune,https://forums.webmd.com/3/multiple-sclerosis-exchange/forum/4732/2,1
oral cancer,vitamin c,cancers,https://scinapse.io/papers/2140068099,3
oral cancer,vitamin e,cancers,https://scinapse.io/papers/2140068099,3
oral cancer,vitamin e,cancers,https://scinapse.io/papers/2140068099,3
oral cancer,shortening,cancers,https://scinapse.io/papers/1548662911,1
oral cancer,squash,cancers,https://www.webmd.com/cancer/ss/slideshow-lower-risk-oral-cancer,1
oral cancer,beer,cancers,https://scinapse.io/papers/2086443934,4
oral cancer,wine,cancers,https://scinapse.io/papers/2086443934,4
oral cancer,alcoholic beverage,cancers,https://scinapse.io/papers/2086443934,4
